timerange,map_idx,pm2_5
133,186,98.0
133,214,89.2
133,215,102.2
133,218,98.0
133,219,98.0
133,246,89.0
133,251,98.0
133,252,98.0
133,278,99.2
133,279,93.0
133,310,92.8
133,311,93.0
133,312,93.0
133,341,93.0
133,342,87.8
133,344,93.0
133,347,80.9
133,348,83.0
133,358,102.2
133,359,98.1
133,374,73.0
133,380,86.8
133,391,90.0
133,412,90.0
133,431,109.0
133,432,93.7
133,433,93.0
133,437,77.0
133,438,70.4
133,445,81.5
133,462,129.0
133,463,124.8
133,465,94.6
133,466,84.2
133,468,73.2
133,469,71.4
133,477,82.0
133,494,112.0
133,498,84.5
133,499,82.9
133,500,72.5
133,509,86.2
133,510,82.1
133,530,81.0
133,531,76.0
133,532,69.6
133,541,82.0
133,561,95.8
133,562,81.5
133,593,86.4
133,594,77.0
133,624,90.0
133,625,85.3
133,626,75.8
133,627,72.3
133,655,93.0
133,656,91.8
133,658,71.7
133,662,68.4
133,686,77.0
133,687,96.0
133,692,63.1
133,693,61.3
133,694,68.7
133,718,90.7
133,724,69.8
133,725,69.3
133,750,78.5
133,782,81.3
133,814,81.0
133,815,77.5
133,847,72.0
133,879,66.0
133,911,62.9
133,912,64.0
133,943,52.0
133,944,57.2
133,976,52.3
133,1008,58.5
134,182,98.0
134,340,93.0
134,341,93.0
134,364,72.6
134,365,75.8
134,372,93.0
134,374,70.3
134,376,74.7
134,377,72.8
134,397,79.2
134,404,93.0
134,405,93.0
134,406,71.2
134,407,74.0
134,408,70.5
134,409,70.5
134,429,90.8
134,430,109.6
134,433,92.5
134,436,93.0
134,437,72.9
134,438,73.8
134,439,72.4
134,440,70.2
134,441,69.6
134,462,114.0
134,463,101.6
134,464,87.0
134,465,90.1
134,468,93.0
134,469,93.0
134,473,68.3
134,494,114.5
134,496,90.7
134,497,91.2
134,498,82.2
134,499,77.6
134,505,68.0
134,530,83.2
134,534,68.5
134,537,69.2
134,540,97.0
134,541,95.2
134,563,70.3
134,565,72.7
134,566,68.2
134,569,69.0
134,570,77.8
134,571,94.2
134,572,99.0
134,595,75.2
134,596,70.5
134,597,72.0
134,626,69.0
134,627,70.4
134,628,67.7
134,660,68.6
134,661,69.6
134,693,63.5
134,884,62.0
134,916,57.0
134,942,95.0
134,943,95.2
134,947,53.5
134,948,49.0
134,974,94.8
134,979,57.5
134,1006,95.7
134,1011,60.0
135,207,80.0
135,208,74.0
135,240,70.5
135,241,78.8
135,242,84.2
135,243,87.2
135,244,93.6
135,276,101.0
135,279,80.0
135,308,95.0
135,310,81.8
135,311,78.0
135,312,75.8
135,340,86.7
135,342,83.7
135,344,75.0
135,365,80.0
135,366,77.7
135,372,87.0
135,374,79.4
135,376,73.0
135,398,76.2
135,402,93.0
135,404,77.0
135,405,78.0
135,406,77.5
135,407,75.0
135,430,101.9
135,434,93.0
135,436,74.3
135,437,71.2
135,439,72.2
135,440,65.8
135,441,69.0
135,462,104.3
135,463,106.0
135,465,87.2
135,466,89.8
135,467,91.2
135,468,93.0
135,471,69.6
135,493,80.0
135,494,110.5
135,495,92.1
135,499,66.8
135,503,67.0
135,525,92.0
135,532,61.0
135,534,67.8
135,535,64.6
135,557,108.9
135,563,62.5
135,564,61.0
135,565,62.6
135,566,71.0
135,567,57.9
135,589,84.7
135,597,63.4
135,660,50.0
135,692,53.2
135,724,58.3
135,725,52.7
135,756,57.5
135,788,60.0
135,820,61.5
135,852,63.0
135,884,62.0
135,943,89.4
136,140,91.0
136,141,94.4
136,142,92.2
136,143,74.5
136,172,88.5
136,173,91.5
136,174,98.8
136,175,75.7
136,207,88.7
136,239,93.0
136,269,81.3
136,271,93.0
136,301,73.0
136,303,93.0
136,304,93.0
136,333,71.0
136,336,93.0
136,365,69.5
136,366,76.5
136,367,85.6
136,369,93.0
136,370,93.0
136,398,90.3
136,399,96.0
136,402,93.0
136,431,93.4
136,432,93.0
136,433,92.0
136,434,73.3
136,465,84.0
136,466,64.8
136,493,62.5
136,498,64.3
136,499,60.8
136,500,62.2
136,503,68.5
136,532,64.7
136,535,65.1
136,536,61.2
136,540,82.5
136,563,58.3
136,564,61.3
136,567,52.1
136,568,65.0
136,569,63.2
136,570,63.8
136,571,77.6
136,572,77.0
136,596,64.5
136,621,87.0
136,625,63.3
136,628,54.0
136,654,85.7
136,656,48.3
136,657,47.7
136,660,48.2
136,661,51.0
136,686,82.0
136,692,48.2
136,693,47.6
136,718,88.3
136,749,91.0
136,750,92.0
136,782,84.7
136,814,78.1
136,846,76.7
136,878,83.5
136,910,79.2
136,943,55.0
137,77,93.0
137,109,93.0
137,139,98.0
137,140,87.6
137,141,90.8
137,142,93.0
137,172,85.0
137,174,93.0
137,204,79.0
137,206,93.0
137,207,93.0
137,236,78.3
137,268,72.5
137,269,82.5
137,300,70.0
137,332,73.3
137,363,65.0
137,364,63.7
137,367,82.8
137,370,104.0
137,376,62.5
137,399,91.4
137,402,92.5
137,403,77.1
137,404,81.0
137,405,73.6
137,406,73.4
137,408,62.5
137,439,63.2
137,440,61.0
137,441,59.0
137,468,51.8
137,471,61.5
137,473,57.3
137,493,56.0
137,498,62.6
137,499,63.0
137,500,53.3
137,505,57.0
137,530,67.8
137,532,56.0
137,537,60.1
137,540,90.4
137,541,85.1
137,562,60.5
137,563,61.4
137,564,58.7
137,565,59.0
137,567,46.6
137,569,68.8
137,570,89.8
137,571,88.0
137,572,91.0
137,594,64.0
137,595,62.0
137,596,48.0
137,597,51.5
137,624,97.0
137,625,69.4
137,626,71.3
137,627,58.1
137,628,50.4
137,655,87.6
137,656,96.6
137,686,86.5
137,687,89.0
137,718,80.3
137,750,83.0
137,782,84.2
137,814,84.8
137,846,76.0
137,878,82.8
137,911,77.0
137,943,59.5
138,10,93.0
138,11,93.0
138,43,93.0
138,44,93.0
138,76,93.0
138,77,93.0
138,107,92.6
138,108,97.4
138,109,92.0
138,139,94.4
138,141,90.5
138,182,97.5
138,183,95.8
138,214,101.4
138,244,82.5
138,246,104.7
138,276,68.3
138,278,103.6
138,279,87.0
138,301,73.9
138,308,69.0
138,310,96.7
138,311,83.2
138,312,78.3
138,333,64.3
138,340,93.2
138,341,103.2
138,342,100.2
138,344,68.7
138,363,64.6
138,365,66.9
138,366,79.0
138,372,81.8
138,376,65.5
138,395,63.0
138,398,102.5
138,399,90.7
138,404,65.3
138,405,56.9
138,406,53.0
138,407,59.0
138,424,71.7
138,425,73.0
138,426,68.5
138,427,65.6
138,431,87.0
138,436,57.8
138,437,53.3
138,438,49.8
138,456,67.0
138,468,58.6
138,469,62.7
138,471,62.0
138,488,66.3
138,489,69.5
138,493,49.3
138,495,94.3
138,499,61.5
138,500,59.0
138,501,56.7
138,502,59.6
138,503,60.3
138,527,83.9
138,533,60.2
138,534,59.5
138,535,58.9
138,536,59.2
138,559,88.4
138,564,59.0
138,566,59.0
138,567,49.0
138,568,59.1
138,569,59.0
138,570,75.6
138,571,84.5
138,591,95.7
138,596,62.0
138,598,55.8
138,599,45.0
138,623,90.2
138,627,60.6
138,628,61.4
138,630,50.7
138,631,54.5
138,655,83.4
138,662,53.3
138,686,87.0
138,687,84.0
138,694,56.0
138,718,84.7
138,750,77.0
139,141,84.4
139,142,93.0
139,151,88.8
139,152,96.6
139,174,88.0
139,182,86.0
139,183,86.3
139,212,87.8
139,213,83.8
139,214,81.6
139,215,73.5
139,237,72.4
139,244,69.0
139,246,97.7
139,269,66.2
139,278,103.5
139,279,99.3
139,301,69.7
139,310,102.8
139,311,88.7
139,312,81.8
139,333,71.2
139,342,98.0
139,344,79.5
139,345,73.4
139,365,68.3
139,366,71.3
139,374,87.8
139,376,61.4
139,378,72.0
139,392,65.2
139,393,69.7
139,398,65.0
139,408,54.5
139,424,65.0
139,428,61.4
139,429,71.4
139,430,102.2
139,439,53.1
139,440,53.7
139,456,59.9
139,462,97.3
139,463,103.5
139,468,57.2
139,488,71.1
139,489,66.1
139,493,45.2
139,495,95.1
139,498,68.8
139,499,60.6
139,500,59.0
139,529,84.9
139,569,74.0
139,570,80.9
139,571,80.1
139,600,62.6
139,601,68.2
139,686,78.0
139,687,81.2
139,688,67.0
139,693,57.0
139,694,56.0
139,718,79.7
139,720,54.5
139,723,56.2
139,724,53.2
139,725,56.0
139,750,79.5
139,752,51.0
139,753,60.7
139,754,67.2
139,755,62.0
139,782,79.5
139,814,79.0
139,846,77.0
139,878,75.3
139,910,76.2
140,141,81.8
140,142,89.0
140,151,88.3
140,174,83.0
140,183,88.2
140,206,82.8
140,214,77.1
140,215,79.1
140,238,71.3
140,269,65.3
140,270,63.7
140,278,105.9
140,287,83.3
140,300,72.3
140,301,70.6
140,310,82.0
140,316,91.3
140,317,85.4
140,318,85.3
140,319,86.0
140,332,61.0
140,342,82.3
140,347,72.5
140,348,77.5
140,361,66.4
140,362,67.8
140,363,70.3
140,364,66.8
140,374,69.0
140,378,75.4
140,379,89.0
140,393,68.9
140,398,78.0
140,399,91.8
140,406,83.0
140,424,70.0
140,425,66.5
140,426,66.7
140,427,65.0
140,428,58.5
140,430,73.7
140,431,94.5
140,432,93.0
140,456,65.6
140,463,95.3
140,471,58.0
140,488,60.0
140,489,69.8
140,493,57.9
140,495,75.3
140,521,65.0
140,525,80.4
140,526,91.9
140,527,82.5
140,528,88.6
140,529,79.5
140,553,79.3
140,558,85.9
140,559,81.0
140,630,51.7
140,631,58.9
140,632,71.6
140,662,56.1
140,693,61.5
140,694,57.2
140,724,60.0
140,725,60.5
140,756,60.4
140,788,61.7
140,820,62.0
140,910,82.0
140,942,75.0
140,974,70.0
140,1006,73.2
141,10,93.0
141,11,93.0
141,43,93.0
141,75,93.0
141,106,93.0
141,137,93.0
141,138,93.0
141,152,85.2
141,153,82.8
141,183,79.6
141,184,85.9
141,186,83.0
141,214,78.0
141,215,72.0
141,219,81.0
141,223,80.7
141,236,75.8
141,237,58.7
141,238,61.5
141,246,76.6
141,251,87.1
141,252,84.5
141,253,75.3
141,254,80.3
141,255,79.6
141,268,74.7
141,269,74.0
141,270,63.0
141,278,80.7
141,287,88.0
141,300,76.5
141,301,65.5
141,302,62.9
141,310,90.7
141,333,60.0
141,342,89.8
141,365,60.0
141,366,59.0
141,374,75.7
141,398,69.3
141,399,84.1
141,406,59.3
141,430,85.4
141,431,90.0
141,432,90.2
141,438,56.8
141,462,88.0
141,471,68.0
141,493,56.1
141,494,83.0
141,495,90.0
141,503,59.9
141,521,81.0
141,527,84.0
141,528,92.0
141,529,89.0
141,535,65.5
141,553,80.1
141,559,86.2
141,560,92.2
141,561,92.6
141,567,64.8
141,599,64.2
141,600,60.2
141,631,58.0
141,852,59.9
141,883,58.6
141,884,54.3
141,915,55.6
141,941,64.9
141,942,67.0
141,943,63.3
141,975,58.3
141,1006,54.5
141,1007,54.6
141,1008,52.8
142,136,93.0
142,140,87.6
142,141,76.6
142,151,80.0
142,152,80.4
142,168,93.0
142,171,92.7
142,172,91.7
142,181,85.2
142,182,76.1
142,183,82.4
142,184,86.0
142,200,93.0
142,203,93.0
142,204,91.1
142,212,70.0
142,213,73.6
142,214,87.3
142,215,81.7
142,232,93.0
142,236,98.0
142,244,83.7
142,245,90.3
142,264,93.0
142,276,86.0
142,277,96.0
142,296,93.0
142,298,93.0
142,299,93.0
142,308,97.7
142,309,96.0
142,328,93.0
142,329,93.0
142,330,93.0
142,331,93.0
142,340,87.0
142,341,96.3
142,363,93.0
142,365,57.1
142,369,84.8
142,372,75.0
142,373,93.3
142,397,56.3
142,400,92.5
142,401,88.3
142,404,96.0
142,405,93.5
142,429,61.0
142,431,93.4
142,432,95.5
142,433,90.0
142,436,69.0
142,437,82.8
142,461,60.5
142,463,86.2
142,465,93.8
142,468,86.0
142,469,87.7
142,493,54.4
142,494,63.4
142,495,85.3
142,497,100.7
142,521,76.8
142,525,77.2
142,527,78.3
142,528,82.2
142,529,88.5
142,553,80.2
142,557,83.2
142,561,91.5
142,589,72.5
142,593,82.5
142,621,73.0
142,625,91.3
142,626,86.0
142,631,68.5
142,632,65.7
142,654,70.0
142,658,83.0
142,659,64.9
142,662,61.0
142,663,63.7
142,664,78.4
142,687,75.7
142,688,83.0
142,691,71.7
142,696,77.7
142,720,73.0
142,723,72.7
142,753,61.5
142,754,65.0
142,755,71.0
142,782,60.3
142,786,55.0
142,814,62.0
142,818,62.0
142,819,50.7
142,846,65.7
142,851,56.3
142,878,69.7
142,883,59.0
142,910,64.6
142,915,56.3
142,942,65.4
143,46,71.0
143,78,70.2
143,109,79.7
143,110,74.7
143,141,78.7
143,142,65.6
143,143,70.0
143,174,69.3
143,175,73.0
143,207,76.0
143,208,75.0
143,240,76.0
143,241,76.3
143,242,78.0
143,243,79.8
143,244,82.8
143,362,90.6
143,363,90.3
143,369,78.6
143,370,76.1
143,373,72.0
143,374,71.2
143,394,91.3
143,396,57.0
143,406,83.9
143,428,55.0
143,431,90.1
143,432,103.0
143,433,98.0
143,437,76.5
143,438,63.4
143,460,57.0
143,465,105.7
143,467,79.0
143,468,78.2
143,469,67.0
143,492,64.5
143,497,102.6
143,498,92.5
143,501,62.0
143,524,65.5
143,529,82.7
143,533,61.8
143,553,77.9
143,556,69.0
143,557,72.0
143,565,58.8
143,589,69.0
143,621,63.0
143,627,61.9
143,654,74.0
143,656,93.4
143,659,66.0
143,661,72.0
143,686,73.0
143,687,78.3
143,689,87.6
143,691,61.3
143,693,65.8
143,718,75.7
143,721,93.0
143,722,98.1
143,723,69.0
143,724,64.8
143,725,65.6
143,750,65.5
143,753,63.0
143,754,72.5
143,755,74.0
143,756,65.4
143,786,66.0
143,788,64.3
143,818,60.0
143,819,58.8
143,820,57.9
143,852,57.8
143,884,54.1
144,109,63.6
144,110,62.5
144,141,63.0
144,142,64.9
144,172,82.8
144,173,85.7
144,174,67.2
144,204,84.0
144,205,85.0
144,206,70.0
144,207,68.0
144,236,80.9
144,239,63.0
144,268,94.4
144,269,93.5
144,271,64.5
144,272,65.9
144,273,63.4
144,301,78.4
144,333,71.2
144,359,93.0
144,360,93.0
144,361,93.0
144,362,93.0
144,363,93.0
144,365,73.4
144,366,95.5
144,373,77.8
144,391,93.0
144,394,95.2
144,398,96.3
144,399,81.8
144,405,79.9
144,430,90.8
144,437,88.8
144,462,89.9
144,465,84.3
144,466,83.8
144,467,83.9
144,468,89.5
144,469,85.0
144,494,69.3
144,495,76.0
144,498,76.7
144,499,69.0
144,527,102.2
144,531,82.0
144,553,79.2
144,559,138.5
144,563,86.0
144,565,57.0
144,569,58.5
144,591,97.7
144,595,76.6
144,597,57.7
144,598,58.7
144,600,61.0
144,601,58.0
144,623,94.3
144,624,97.0
144,627,72.0
144,628,69.0
144,631,61.4
144,632,59.9
144,656,94.0
144,659,67.8
144,660,69.8
144,661,61.3
144,693,60.1
144,723,65.0
144,725,62.0
144,752,69.0
144,753,73.0
144,754,77.0
144,755,69.5
144,756,66.1
144,757,60.7
144,758,58.2
144,789,60.0
144,790,59.0
145,236,80.0
145,268,89.9
145,269,94.6
145,270,75.0
145,271,77.2
145,272,78.9
145,273,67.8
145,300,92.7
145,306,65.3
145,307,64.6
145,308,61.4
145,309,60.0
145,332,98.0
145,338,66.0
145,339,62.3
145,359,83.9
145,360,90.4
145,361,107.2
145,362,100.0
145,364,87.5
145,365,74.0
145,366,94.4
145,370,63.3
145,394,89.4
145,396,68.0
145,398,91.2
145,399,85.6
145,427,65.0
145,428,68.9
145,431,84.0
145,432,84.8
145,433,84.0
145,465,93.6
145,498,85.2
145,499,85.7
145,500,78.7
145,530,83.0
145,531,76.7
145,532,78.2
145,538,63.0
145,540,64.7
145,541,68.8
145,542,68.4
145,543,64.4
145,544,66.8
145,553,74.3
145,562,82.3
145,565,64.0
145,569,61.5
145,570,59.8
145,571,66.0
145,596,66.0
145,597,65.2
145,601,67.0
145,628,66.8
145,660,64.1
146,151,80.5
146,152,75.7
146,182,85.4
146,183,80.8
146,184,75.4
146,214,85.5
146,246,69.7
146,264,93.0
146,278,69.0
146,296,93.0
146,306,73.3
146,309,64.8
146,310,64.0
146,328,93.0
146,338,71.0
146,339,66.8
146,360,90.3
146,362,81.0
146,363,83.1
146,364,83.0
146,365,73.1
146,366,69.8
146,394,76.5
146,397,69.5
146,398,68.7
146,399,82.3
146,425,77.8
146,426,90.3
146,428,70.3
146,429,67.1
146,431,89.4
146,432,95.0
146,433,94.5
146,465,87.8
146,466,79.8
146,493,66.0
146,494,90.0
146,534,68.0
146,535,67.0
146,541,68.0
146,542,64.0
146,543,66.1
146,544,68.5
146,553,73.5
146,558,72.5
146,561,84.5
146,562,78.7
146,565,66.5
146,566,71.3
146,567,66.2
146,568,65.0
146,571,67.0
146,572,67.9
146,593,93.7
146,600,62.0
146,602,63.5
146,603,68.7
146,624,110.0
146,625,107.8
146,633,63.7
146,634,66.5
146,655,81.2
146,656,89.6
146,686,70.0
146,687,81.0
146,718,79.7
146,750,77.0
146,782,70.3
146,814,61.7
146,815,62.0
146,847,62.5
147,8,93.0
147,9,93.0
147,40,93.0
147,41,93.0
147,73,93.0
147,104,93.0
147,136,93.0
147,151,80.0
147,152,72.9
147,153,69.5
147,168,93.0
147,182,83.6
147,183,78.4
147,186,72.2
147,200,93.0
147,214,83.4
147,215,76.5
147,232,93.0
147,264,93.0
147,339,61.5
147,360,88.7
147,361,94.0
147,362,100.4
147,394,91.2
147,395,99.0
147,399,81.7
147,400,84.2
147,402,90.2
147,403,89.0
147,425,68.7
147,426,74.5
147,427,86.7
147,431,87.0
147,432,90.8
147,433,95.0
147,434,92.0
147,435,79.7
147,466,77.2
147,467,75.8
147,498,74.9
147,499,83.2
147,503,77.0
147,530,72.8
147,531,77.4
147,535,75.0
147,536,69.2
147,553,68.3
147,562,74.0
147,563,76.3
147,567,75.4
147,568,67.2
147,598,68.2
147,599,75.0
147,633,66.8
147,660,74.8
147,661,71.4
147,664,70.4
147,665,68.3
147,692,76.2
147,693,66.0
147,696,66.3
147,726,65.7
147,727,70.8
147,728,72.0
147,847,61.0
147,878,64.0
147,879,71.0
147,910,61.0
147,911,61.3
147,912,64.0
147,942,65.4
147,943,61.9
147,944,62.4
148,9,93.0
148,40,93.0
148,41,93.0
148,73,93.0
148,104,93.0
148,105,93.0
148,136,93.0
148,168,93.0
148,200,93.0
148,219,73.0
148,232,93.0
148,251,74.0
148,264,93.0
148,283,74.0
148,296,93.0
148,301,89.0
148,315,75.0
148,328,93.0
148,333,90.5
148,339,64.4
148,347,75.1
148,348,70.5
148,363,85.0
148,364,87.0
148,365,92.2
148,371,84.6
148,380,77.3
148,395,82.1
148,403,82.3
148,404,86.0
148,412,80.0
148,427,76.2
148,435,87.2
148,436,83.6
148,445,77.0
148,460,63.7
148,467,85.1
148,468,85.9
148,477,77.3
148,479,76.0
148,480,73.3
148,492,65.8
148,493,67.8
148,498,87.2
148,499,81.0
148,500,81.0
148,509,76.7
148,510,75.9
148,511,74.0
148,513,86.9
148,525,85.6
148,532,78.5
148,533,78.2
148,534,81.0
148,553,67.8
148,557,71.3
148,565,79.7
148,566,84.0
148,589,63.7
148,597,81.7
148,598,70.8
148,621,67.0
148,654,71.0
148,661,65.3
148,686,73.5
148,693,72.2
148,718,77.5
148,725,71.9
148,749,72.0
148,750,71.0
148,782,69.7
148,814,72.1
148,846,66.3
148,878,69.0
149,172,80.6
149,204,84.3
149,205,80.0
149,237,83.0
149,269,79.2
149,301,76.3
149,307,63.2
149,328,93.0
149,339,61.9
149,359,87.0
149,360,91.7
149,361,93.0
149,362,93.0
149,392,87.3
149,393,94.0
149,425,84.0
149,426,73.5
149,427,83.7
149,467,87.5
149,468,82.6
149,493,70.7
149,499,83.3
149,500,77.2
149,513,90.8
149,514,93.5
149,531,77.2
149,546,91.3
149,547,95.0
149,548,95.3
149,553,65.6
149,563,75.6
149,564,74.0
149,580,96.0
149,581,94.8
149,595,81.8
149,613,101.0
149,614,97.4
149,627,92.0
149,628,86.8
149,646,95.0
149,647,95.5
149,660,70.0
149,661,57.6
149,679,99.7
149,711,98.0
149,712,93.3
149,744,96.0
149,745,92.8
149,746,85.0
149,778,94.7
149,810,91.0
149,811,97.5
150,172,88.8
150,204,88.7
150,205,83.0
150,237,71.7
150,269,84.0
150,300,93.0
150,301,87.6
150,307,59.2
150,332,93.0
150,333,86.3
150,360,92.5
150,363,93.0
150,364,93.0
150,365,78.9
150,366,85.7
150,392,86.4
150,398,93.0
150,399,87.7
150,424,81.2
150,425,90.8
150,426,84.5
150,427,88.7
150,431,78.5
150,432,82.2
150,433,83.0
150,456,80.2
150,465,84.1
150,466,87.1
150,467,85.2
150,468,84.6
150,488,73.0
150,489,74.8
150,498,85.8
150,500,86.6
150,519,75.3
150,520,70.7
150,521,72.0
150,530,76.8
150,531,71.4
150,532,82.5
150,546,96.0
150,547,95.5
150,548,95.3
150,553,61.4
150,562,84.6
150,563,72.6
150,564,74.3
150,565,81.7
150,580,97.0
150,581,98.2
150,597,78.0
150,613,99.0
150,614,96.8
150,646,100.0
150,647,104.0
150,679,100.7
150,711,97.5
150,712,97.5
150,744,103.0
150,745,99.9
150,746,98.0
150,778,95.0
150,810,99.3
150,811,97.7
150,843,96.9
151,172,69.0
151,204,72.7
151,205,75.0
151,237,97.2
151,269,106.7
151,301,98.4
151,307,58.2
151,333,99.3
151,339,67.2
151,347,97.0
151,364,100.0
151,365,100.5
151,366,91.7
151,371,78.6
151,378,138.0
151,379,129.0
151,398,89.0
151,399,91.2
151,402,78.2
151,403,77.5
151,409,81.0
151,410,86.5
151,421,83.1
151,427,92.0
151,428,93.0
151,429,95.9
151,430,95.0
151,431,93.0
151,433,84.7
151,434,82.0
151,437,83.2
151,438,81.0
151,439,81.3
151,440,83.7
151,441,86.4
151,453,85.0
151,462,122.0
151,465,90.7
151,467,84.0
151,468,85.7
151,479,95.5
151,480,99.2
151,486,76.4
151,493,67.3
151,494,99.6
151,495,109.0
151,497,97.7
151,510,97.2
151,511,99.4
151,512,99.0
151,513,96.5
151,514,94.0
151,518,75.7
151,519,71.1
151,531,88.0
151,532,84.7
151,540,87.5
151,541,93.8
151,546,98.0
151,562,83.8
151,563,81.0
151,564,78.5
151,565,78.4
151,572,87.0
151,597,80.6
151,629,91.7
151,630,96.0
151,661,96.0
151,662,94.8
151,693,93.7
152,141,58.4
152,172,78.2
152,173,73.3
152,270,93.0
152,302,93.0
152,316,76.0
152,317,73.1
152,318,87.8
152,319,108.6
152,334,93.0
152,347,85.6
152,348,79.0
152,361,102.0
152,362,109.3
152,363,108.8
152,364,106.5
152,366,93.0
152,376,77.0
152,393,96.5
152,394,105.9
152,395,100.9
152,398,93.0
152,399,88.6
152,407,78.3
152,408,75.9
152,421,73.9
152,427,99.2
152,430,94.6
152,431,90.8
152,432,89.4
152,433,89.6
152,439,78.0
152,440,79.1
152,441,79.5
152,460,95.8
152,463,87.0
152,465,87.6
152,466,88.5
152,473,78.0
152,492,90.0
152,493,93.0
152,494,125.9
152,495,105.7
152,497,95.0
152,505,79.7
152,527,98.5
152,528,91.6
152,529,92.5
152,537,76.5
152,569,80.6
152,570,83.0
152,571,89.7
152,661,92.6
153,44,93.0
153,76,93.0
153,108,93.0
153,109,93.0
153,141,61.2
153,142,93.0
153,174,93.0
153,206,93.0
153,238,93.0
153,270,93.0
153,279,64.0
153,310,67.3
153,311,67.8
153,312,67.2
153,316,75.5
153,317,68.2
153,318,80.6
153,342,60.4
153,344,71.0
153,347,79.0
153,348,79.0
153,376,73.7
153,378,91.0
153,379,87.0
153,408,70.3
153,409,82.2
153,410,92.0
153,421,77.8
153,437,85.8
153,438,87.4
153,439,83.1
153,440,82.1
153,441,80.7
153,466,82.7
153,467,90.5
153,468,90.0
153,471,90.7
153,493,98.5
153,494,111.8
153,495,117.2
153,498,95.7
153,503,84.2
153,527,118.0
153,528,107.3
153,529,97.4
153,628,97.0
153,660,101.5
153,661,86.2
154,7,93.0
154,8,93.0
154,9,93.0
154,41,93.0
154,42,93.0
154,43,93.0
154,44,93.0
154,74,93.0
154,75,93.0
154,76,93.0
154,141,55.9
154,142,61.0
154,174,57.3
154,206,62.7
154,239,65.2
154,271,72.0
154,273,62.5
154,303,81.0
154,304,88.0
154,306,60.2
154,307,65.7
154,308,66.4
154,309,62.6
154,310,62.9
154,336,82.7
154,339,62.2
154,369,86.5
154,401,85.3
154,404,82.6
154,405,82.1
154,406,80.0
154,421,80.2
154,433,88.8
154,436,84.2
154,439,81.3
154,468,85.8
154,498,95.0
154,499,93.3
154,500,90.9
154,501,91.3
154,502,88.0
154,503,91.5
154,531,92.0
154,532,87.9
154,534,91.0
154,535,94.5
154,536,93.8
154,564,95.0
154,567,89.7
154,568,90.0
154,596,91.3
154,599,90.5
154,600,96.0
154,628,98.7
154,631,78.7
154,696,38.3
155,7,93.0
155,8,93.0
155,40,93.0
155,238,73.8
155,239,72.7
155,271,74.1
155,272,73.2
155,273,74.1
155,305,58.0
155,409,81.0
155,421,79.8
155,441,89.5
155,465,92.2
155,466,86.5
155,467,90.0
155,468,83.3
155,469,80.9
155,473,95.0
155,498,84.1
155,501,88.7
155,502,80.5
155,505,91.0
155,530,83.6
155,531,72.2
155,532,66.3
155,536,93.0
155,537,96.0
155,564,66.0
155,568,89.2
155,569,89.2
155,599,109.0
155,600,107.6
155,631,114.0
155,632,79.5
155,664,80.0
156,41,93.0
156,73,93.0
156,104,93.0
156,105,93.0
156,136,93.0
156,168,93.0
156,200,93.0
156,232,93.0
156,264,93.0
156,273,74.0
156,277,65.9
156,296,93.0
156,302,87.7
156,306,68.9
156,307,73.6
156,308,67.6
156,309,69.0
156,310,73.6
156,328,93.0
156,334,91.3
156,339,70.0
156,342,74.0
156,359,77.0
156,360,92.8
156,361,94.1
156,366,92.8
156,374,73.5
156,389,98.0
156,390,97.2
156,391,79.9
156,392,95.2
156,393,91.7
156,398,93.0
156,399,95.0
156,406,71.7
156,421,89.3
156,431,89.5
156,432,93.8
156,433,85.0
156,438,72.0
156,439,79.4
156,440,81.0
156,465,93.5
156,466,87.2
156,467,83.0
156,468,92.6
156,471,79.0
156,472,81.0
156,500,83.2
156,502,82.0
156,503,80.6
156,530,76.6
156,531,70.7
156,532,89.3
156,533,90.7
156,534,86.5
156,562,72.0
156,563,74.3
156,566,85.0
156,567,71.9
157,270,88.6
157,271,89.8
157,277,59.7
157,302,86.3
157,303,83.7
157,304,85.3
157,308,72.0
157,309,67.5
157,336,86.0
157,340,74.5
157,359,91.7
157,360,85.3
157,367,85.2
157,368,82.3
157,372,69.0
157,390,93.0
157,391,93.0
157,404,81.0
157,405,73.5
157,421,93.0
157,433,86.0
157,436,80.0
157,437,77.5
157,465,90.7
157,466,85.7
157,467,87.7
157,468,84.6
157,469,80.6
157,499,87.5
157,500,86.0
157,501,83.7
157,502,80.8
158,359,91.7
158,360,92.2
158,367,72.4
158,389,93.0
158,390,90.8
158,391,89.2
158,398,92.2
158,399,84.4
158,421,93.8
158,422,91.6
158,431,98.5
158,432,89.5
158,499,88.2
158,500,83.7
158,501,81.8
158,502,80.2
158,530,73.4
158,531,74.2
158,532,76.0
158,534,83.9
158,562,69.0
158,563,70.0
158,566,89.0
159,359,88.4
159,360,93.5
159,389,93.0
159,390,93.8
159,391,91.0
159,398,103.0
159,399,85.8
159,421,90.8
159,430,94.5
159,431,93.1
159,453,92.8
159,462,96.0
159,494,98.9
159,499,77.5
159,530,71.0
159,532,75.4
159,564,77.3
159,565,74.9
160,273,60.7
160,305,60.1
160,359,93.0
160,360,84.2
160,390,93.0
160,391,93.0
160,399,89.3
160,422,93.0
160,494,100.4
160,498,86.4
160,499,80.7
160,530,66.4
160,565,76.8
160,596,85.0
160,597,78.4
160,627,24.4
160,628,93.1
160,658,0.0
160,659,0.0
161,302,93.5
161,305,68.9
161,334,94.1
161,336,76.6
